OBJECTID,DESCRIPTION,NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
2887,An establishment where a range of fuel products can be purchased by motorists,BP Northgate,BP,215 Toombul Road,Northgate,Queensland,-27.393083,153.072318
2888,An establishment where a range of fuel products can be purchased by motorists,BP Geebung,BP,Cnr Newman Road and Lauren Street,Geebung,Queensland,-27.379313,153.04627
2889,An establishment where a range of fuel products can be purchased by motorists,BP Connect Virginia,BP,1830 Sandgate Road,Virginia,Queensland,-27.37408,153.061993
2890,An establishment where a range of fuel products can be purchased by motorists,BP Express Aspley,BP,1316 Gympie Road,Aspley,Queensland,-27.365429,153.016556
2891,An establishment where a range of fuel products can be purchased by motorists,BP Robinson Road,BP,1316 Gympie Road,Aspley,Queensland,-27.364933,153.026199
2892,An establishment where a range of fuel products can be purchased by motorists,BP Connect Albany Forest,BP,1 Albany Forest Drive,Albany Creek,Queensland,-27.3581,152.969452
2893,An establishment where a range of fuel products can be purchased by motorists,BP Lawnton,Independent Fuel Supplies,823 Gympie Road,Lawnton,Queensland,-27.281551,152.983007
2894,An establishment where a range of fuel products can be purchased by motorists,BP Connect Narangba,BP,Cnr Oakey Flat and New Settlement Road,Narangba,Queensland,-27.185837,152.93487
2895,An establishment where a range of fuel products can be purchased by motorists,BP Connect Caboolture South,BP,176 Coach Road East,Burpengary East,Queensland,-27.124948,152.978226
2896,An establishment where a range of fuel products can be purchased by motorists,BP Connect Caboolture North,BP,158 Coach Road West,Morayfield,Queensland,-27.124181,152.975998
2897,An establishment where a range of fuel products can be purchased by motorists,BP Connect Morayfield,BP,249 Morayfield Road,Morayfield,Queensland,-27.110827,152.950684
2898,An establishment where a range of fuel products can be purchased by motorists,BP Wamuran,BP,1112-1118 D'Aguilar Highway,Wamuran,Queensland,-27.038909,152.858641
2899,An establishment where a range of fuel products can be purchased by motorists,Wurtulla,7-Eleven Pty Ltd,1 Piringa Street,Wurtulla,Queensland,-26.758733,153.124942
2900,An establishment where a range of fuel products can be purchased by motorists,Miles,BP,85 Murilla Street,Miles,Queensland,-26.65935572,150.1874489
2901,An establishment where a range of fuel products can be purchased by motorists,BP Roma Truckstop,BP,165 Raglan Street,Roma,Queensland,-26.57961937,148.7754653
2902,An establishment where a range of fuel products can be purchased by motorists,Wondai ,BP,11 Greenview Road,Wondai,Queensland,-26.32011792,151.8680035
2903,An establishment where a range of fuel products can be purchased by motorists,BP Gladstone Airport,BP,2 Ballantine Street,Clinton,Queensland,-23.875223,151.225455
2904,An establishment where a range of fuel products can be purchased by motorists,BP Gracemere,BP,29-31 Laurie Street,Gracemere,Queensland,-23.438551,150.456801
2905,An establishment where a range of fuel products can be purchased by motorists,BP South Rockhampton,BP,168 Gladstone Road,Rockhampton,Queensland,-23.397344,150.505464
2906,An establishment where a range of fuel products can be purchased by motorists,BP On Albert,BP,Albert Street,South Rockhampton,Queensland,-23.373651,150.504136
2907,An establishment where a range of fuel products can be purchased by motorists,BP On Yaamba,BP,Cnr Richardson Road and Yaamba Road,Rockhampton North,Queensland,-23.342202,150.519763
2908,An establishment where a range of fuel products can be purchased by motorists,BP Travel Centre Yeppoon,BP,7 Fairfax Circuit,Hidden Valley,Queensland,-23.142562,150.735399
2909,An establishment where a range of fuel products can be purchased by motorists,BP Ingham,BP,66 Townsville Road,Ingham,Queensland,-18.653525,146.154648
2910,An establishment where a range of fuel products can be purchased by motorists,BP Tully North,BP,59498 Bruce Highway,Tully,Queensland,-17.927119,145.935605
2911,An establishment where a range of fuel products can be purchased by motorists,BP Edmonton,BP,167 Bruce Highway,Edmonton,Queensland,-17.01755,145.743907
2912,An establishment where a range of fuel products can be purchased by motorists,BP Southgate,BP,Cnr Ray Jones Drive and Kate Street,Portsmith,Queensland,-16.952969,145.751702
2913,An establishment where a range of fuel products can be purchased by motorists,BP Mulgrave,BP,395 Mulgrave Road,Bungalow,Queensland,-16.938728,145.7463
2914,An establishment where a range of fuel products can be purchased by motorists,BP Manunda,BP,Cnr Alfred and Sydney Street,Manunda,Queensland,-16.925234,145.74156
2915,An establishment where a range of fuel products can be purchased by motorists,BP Central Cairns,BP,Cnr Martyn Street and Florence Street,Parramatta Park,Queensland,-16.923415,145.767449
2916,An establishment where a range of fuel products can be purchased by motorists,BP Sheridan Street,BP,232 Sheridan Street,Cairns North,Queensland,-16.91095,145.763405
2917,An establishment where a range of fuel products can be purchased by motorists,Billabong ,BP,1802 Captain Cook Highway,Clifton Beach,Queensland,-16.771423,145.673401
2918,An establishment where a range of fuel products can be purchased by motorists,L K Motors,BP,129 Buchan Street,Bungalow,Queensland,-16.933739,145.76418
2919,An establishment where a range of fuel products can be purchased by motorists,Caltex Cowes,Caltex,140 Thompson Avenue,Cowes,Victoria,-38.454475,145.238311
2920,An establishment where a range of fuel products can be purchased by motorists,Caltex Korumburra,Caltex,70 Commercial Street,Korumburra,Victoria,-38.43114,145.823293
2921,An establishment where a range of fuel products can be purchased by motorists,Warrnambool,Caltex,634 Raglan Parade,Warrnambool,Victoria,-38.378058,142.482524
2922,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Warrnambool,Caltex,765 Raglan Parade,Warrnambool,Victoria,-38.377285,142.480351
2923,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Rye,Caltex,2479-2481 Point Nepean Road,Rye,Victoria,-38.37001,144.817033
2924,An establishment where a range of fuel products can be purchased by motorists,Independent Loch,Independent Fuel Supplies,29 Victoria Road,Loch,Victoria,-38.368427,145.706338
2925,An establishment where a range of fuel products can be purchased by motorists,Caltex Blairgowrie,Caltex,2867 Point Nepean Road,Blairgowrie,Victoria,-38.360638,144.77629
2926,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Rosebud,Caltex,1203 Point Nepean Road,Rosebud,Victoria,-38.357651,144.899178
2927,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Torquay,Caltex,76 Geelong Road,Torquay,Victoria,-38.330644,144.317254
2928,An establishment where a range of fuel products can be purchased by motorists,Caltex Dromana,Caltex,109 Point Nepean Road,Dromana,Victoria,-38.330083,144.970734
2929,An establishment where a range of fuel products can be purchased by motorists,Caltex Torquay,Caltex,55 Geelong Road,Torquay,Victoria,-38.329199,144.316497
2930,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Ocean Grove,Caltex,91 Shell Road,Ocean Grove,Victoria,-38.25881,144.548895
2931,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Mornington East,Caltex,135 Bentons Road,Mornington,Victoria,-38.246474,145.04785
2932,An establishment where a range of fuel products can be purchased by motorists,Caltex Mornington,Caltex,854 Moorooduc Highway,Mornington,Victoria,-38.2411,145.084438
2933,An establishment where a range of fuel products can be purchased by motorists,Caltex Mornington,Caltex,841 Nepean Highway,Mornington,Victoria,-38.233363,145.039178
2934,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Mornington,Caltex,323-325 Main Street,Mornington,Victoria,-38.227079,145.042891
2935,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Somerville,Caltex,47 Eramosa Road West,Somerville,Victoria,-38.22355,145.171607
2936,An establishment where a range of fuel products can be purchased by motorists,Caltex Koo Wee Rup,Caltex,3935 South Gippsland Highway,Koo Wee Rup,Victoria,-38.214789,145.496983
2937,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Waurn Ponds,Caltex,173 Pioneer Road,Grovedale,Victoria,-38.199952,144.321454
2938,An establishment where a range of fuel products can be purchased by motorists,Caltex Koo Wee Rup,Caltex,17 Station Street,Koo Wee Rup,Victoria,-38.198977,145.488758
2939,An establishment where a range of fuel products can be purchased by motorists,Caltex Grovedale,Caltex,181 Marshalltown,Grovedale,Victoria,-38.19538,144.342788
2940,An establishment where a range of fuel products can be purchased by motorists,Caltex Baxter,Caltex,21 Baxter-Tooradin Road,Baxter,Victoria,-38.194539,145.149181
2941,An establishment where a range of fuel products can be purchased by motorists,Caltex Leopold,Caltex,812 Bellarine Highway,Leopold,Victoria,-38.191086,144.470639
2942,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Drysdale,Caltex,112 High Street,Drysdale,Victoria,-38.178274,144.561265
2943,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Newcomb,Caltex,39-41 Bellarine Highway,Newcomb,Victoria,-38.169635,144.38926
2944,An establishment where a range of fuel products can be purchased by motorists,Caltex Warragul,Caltex,180 Queen Street,Warragul,Victoria,-38.167242,145.945982
2945,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Warragul,Caltex,53 Smith Street,Warragul,Victoria,-38.160348,145.931718
2946,An establishment where a range of fuel products can be purchased by motorists,Caltex Newtown,Caltex,404-408 Shannon Avenue,Newtown,Victoria,-38.157924,144.333433
2947,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Karingal,Caltex,Karingal Drive,Frankston,Victoria,-38.15158,145.165406
2948,An establishment where a range of fuel products can be purchased by motorists,Caltex Frankston,Caltex,521 Nepean Highway,Frankston,Victoria,-38.150161,145.115047
2949,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Frankston,Caltex,41 McMahons Road,Frankston,Victoria,-38.148967,145.134354
2950,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Langwarrin,Caltex,405 Cranbourne-Frankston Road,Langwarrin,Victoria,-38.142341,145.20909
2951,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Frankston North,Caltex,1 Chiam Court,Langwarren,Victoria,-38.141655,145.176234
2952,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Geelong West,Caltex,109 Shannon Avenue,Manifold Heights,Victoria,-38.136656,144.336925
2953,An establishment where a range of fuel products can be purchased by motorists,Caltex Geelong West,Caltex,39 Shannon Avenue,Manifold Heights,Victoria,-38.130799,144.337883
2954,An establishment where a range of fuel products can be purchased by motorists,Caltex Frankston North,Caltex,170 Frankston-Dandenong Road,Seaford,Victoria,-38.126246,145.136631
2955,An establishment where a range of fuel products can be purchased by motorists,Safeway Caltex Geelong North,Caltex,26 Thompson Road,North Geelong,Victoria,-38.122258,144.341437
